station_code,station_lat,station_lon,input_source,query_radius_km,api_version,vs30_mps,vs30_valid,vs30_source,vs30_mesh_code,vs30_jcode,vs30_query_distance_km,arv,status,error,api_url
TKY029,34.0757,139.4789,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,290.7,1,j-shis_meshsearch_avs,5139039812,5,,1.31,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.47890000%2C34.07570000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TKY030,35.6698,139.736,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,277.0,1,j-shis_meshsearch_avs,5339450824,10,,1.37,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.73600000%2C35.66980000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TKY031,35.6789,139.707,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,247.7,1,j-shis_meshsearch_avs,5339451623,10,,1.50,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.70700000%2C35.67890000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TKYH12,35.6701,139.265,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,427.4,1,j-shis_meshsearch_avs,5339420113,3,,0.95,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.26500000%2C35.67010000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TKYH13,35.7017,139.1275,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,644.7,1,j-shis_meshsearch_avs,5339414011,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=139.12750000%2C35.70170000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR001,35.3398,134.4007,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,434.0,1,j-shis_meshsearch_avs,5334030233,10,,0.93,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=134.40070000%2C35.33980000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR002,35.4859,134.2201,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,163.5,1,j-shis_meshsearch_avs,5334118723,13,,2.14,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=134.22010000%2C35.48590000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR003,35.3432,134.2075,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5334011621,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=134.20750000%2C35.34320000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR004,35.4606,134.0548,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,323.0,1,j-shis_meshsearch_avs,5334105414,11,,1.20,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=134.05480000%2C35.46060000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR005,35.4298,133.8258,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,434.8,1,j-shis_meshsearch_avs,5333161631,8,,0.93,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.82580000%2C35.42980000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR006,35.5144,133.6297,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,270.8,1,j-shis_meshsearch_avs,5333251032,5,,1.39,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.62970000%2C35.51440000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR007,35.2836,133.4866,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,390.0,1,j-shis_meshsearch_avs,5233734822,10,,1.02,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.48660000%2C35.28360000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR008,35.4259,133.3301,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5333121612,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.33010000%2C35.42590000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTR009,35.1712,133.3118,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,451.0,1,j-shis_meshsearch_avs,5233620442,10,,0.90,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.31180000%2C35.17120000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTRH01,35.2604,134.2173,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5234711712,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=134.21730000%2C35.26040000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTRH02,35.2313,133.3909,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5233637134,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.39090000%2C35.23130000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTRH03,35.3553,133.4918,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,510.4,1,j-shis_meshsearch_avs,5333032932,4,,0.81,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.49180000%2C35.35530000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTRH04,35.4668,133.6307,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,355.8,1,j-shis_meshsearch_avs,5333156012,11,,1.10,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=133.63070000%2C35.46680000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TTRH06,35.3946,134.1988,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,329.8,1,j-shis_meshsearch_avs,5334017524,10,,1.18,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=134.19880000%2C35.39460000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM001,36.9764,137.6257,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,456.4,1,j-shis_meshsearch_avs,5537357011,8,,0.89,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.62570000%2C36.97640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM002,36.8659,136.975,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5536273744,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.97500000%2C36.86590000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM003,36.8164,137.42,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,390.1,1,j-shis_meshsearch_avs,5537137343,8,,1.02,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.42000000%2C36.81640000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM004,36.8626,137.5274,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,348.8,1,j-shis_meshsearch_avs,5537243231,11,,1.12,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.52740000%2C36.86260000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM005,36.7611,137.0931,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,178.8,1,j-shis_meshsearch_avs,5537101714,15,,1.99,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.09310000%2C36.76110000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM006,36.6731,136.8974,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,303.3,1,j-shis_meshsearch_avs,5536070144,11,,1.27,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.89740000%2C36.67310000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM007,36.6687,137.2123,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,293.2,1,j-shis_meshsearch_avs,5537010622,11,,1.30,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.21230000%2C36.66870000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM008,36.6085,137.2826,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,352.6,1,j-shis_meshsearch_avs,5437723221,11,,1.11,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.28260000%2C36.60850000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM009,36.5853,137.1403,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,465.3,1,j-shis_meshsearch_avs,5437710111,8,,0.88,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.14030000%2C36.58530000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM010,36.5556,136.8883,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,334.5,1,j-shis_meshsearch_avs,5436676131,11,,1.16,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.88830000%2C36.55560000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM011,36.578,137.3851,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,549.7,1,j-shis_meshsearch_avs,5437639024,8,,0.76,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.38510000%2C36.57800000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYM012,36.4402,137.0395,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,498.3,1,j-shis_meshsearch_avs,5437502333,10,,0.83,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.03950000%2C36.44020000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYMH03,36.7294,137.2627,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,168.1,1,j-shis_meshsearch_avs,5537027131,15,,2.09,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.26270000%2C36.72940000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYMH04,36.7914,137.4689,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,361.7,1,j-shis_meshsearch_avs,5537134743,11,,1.09,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.46890000%2C36.79140000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYMH05,36.5736,136.9584,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,338.3,1,j-shis_meshsearch_avs,5436678643,11,,1.15,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=136.95840000%2C36.57360000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
TYMH07,36.4406,137.0392,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,498.3,1,j-shis_meshsearch_avs,5437502333,10,,0.83,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=137.03920000%2C36.44060000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY001,34.2293,135.1694,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5135217341,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.16940000%2C34.22930000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY002,34.2755,135.4306,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,332.0,1,j-shis_meshsearch_avs,5135333412,11,,1.17,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.43060000%2C34.27550000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY003,34.0996,135.1161,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5135101934,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.11610000%2C34.09960000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY004,34.0841,135.431,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,509.3,1,j-shis_meshsearch_avs,5135130412,8,,0.81,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.43100000%2C34.08410000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY005,33.8943,135.4885,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,517.5,1,j-shis_meshsearch_avs,5035637913,8,,0.80,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.48850000%2C33.89430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY006,33.9146,135.1639,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,272.8,1,j-shis_meshsearch_avs,5035619333,10,,1.39,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.16390000%2C33.91460000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY007,33.8374,135.7736,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,464.2,1,j-shis_meshsearch_avs,5035660124,8,,0.88,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.77360000%2C33.83740000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY008,33.7289,135.3771,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,260.2,1,j-shis_meshsearch_avs,5035437013,16,,1.44,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.37710000%2C33.72890000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY009,33.7208,135.9814,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5035476823,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.98140000%2C33.72080000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY010,33.5499,135.4973,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5035235944,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.49730000%2C33.54990000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY011,33.5948,135.9462,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5035371523,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.94620000%2C33.59480000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY012,33.4719,135.7835,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,253.3,1,j-shis_meshsearch_avs,5035166241,20,,1.48,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.78350000%2C33.47190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY013,34.2159,135.5864,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,519.5,1,j-shis_meshsearch_avs,5135245644,10,,0.80,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.58640000%2C34.21590000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKY014,33.7056,135.6396,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5035454131,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.63960000%2C33.70560000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKYH01,33.9804,135.2122,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,488.2,1,j-shis_meshsearch_avs,5035717642,8,,0.84,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.21220000%2C33.98040000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKYH03,34.1314,135.3244,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,400.3,1,j-shis_meshsearch_avs,5135125544,2,,1.00,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.32440000%2C34.13140000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKYH06,33.6948,135.5953,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,641.3,1,j-shis_meshsearch_avs,5035443723,1,,0.67,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.59530000%2C33.69480000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKYH07,33.6894,135.4396,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,341.5,1,j-shis_meshsearch_avs,5035432531,10,,1.14,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.43960000%2C33.68940000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
WKYH10,33.8248,135.2172,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,449.7,1,j-shis_meshsearch_avs,5035518734,3,,0.91,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=135.21720000%2C33.82480000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG001,34.6172,131.6022,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5131744811,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.60220000%2C34.61720000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG002,34.4077,131.3986,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5131438144,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.39860000%2C34.40770000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG003,34.383,131.5999,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,522.4,1,j-shis_meshsearch_avs,5131445744,8,,0.80,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.59990000%2C34.38300000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG004,34.3634,131.1865,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,364.8,1,j-shis_meshsearch_avs,5131413442,3,,1.08,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.18650000%2C34.36340000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG005,34.2907,130.9487,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,359.8,1,j-shis_meshsearch_avs,5130374544,3,,1.09,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=130.94870000%2C34.29070000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG006,34.1487,130.9299,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5130177434,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=130.92990000%2C34.14870000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG007,34.1659,131.2065,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,366.8,1,j-shis_meshsearch_avs,5131119643,10,,1.08,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.20650000%2C34.16590000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG008,34.0119,131.4099,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,236.3,1,j-shis_meshsearch_avs,5131031224,19,,1.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.40990000%2C34.01190000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG009,34.2315,131.8175,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,543.5,1,j-shis_meshsearch_avs,5131267534,8,,0.77,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.81750000%2C34.23150000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG010,34.2303,131.9819,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,472.4,1,j-shis_meshsearch_avs,5131277841,8,,0.87,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.98190000%2C34.23030000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG011,34.0643,131.0213,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,427.0,1,j-shis_meshsearch_avs,5131007141,8,,0.95,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.02130000%2C34.06430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG012,33.9943,131.2179,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,236.3,1,j-shis_meshsearch_avs,5031719714,19,,1.57,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.21790000%2C33.99430000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG013,34.0313,131.5342,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,207.5,1,j-shis_meshsearch_avs,5131043243,15,,1.75,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.53420000%2C34.03130000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG014,34.0542,131.8077,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,410.7,1,j-shis_meshsearch_avs,5131066441,8,,0.98,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=131.80770000%2C34.05420000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG015,34.0966,132.0761,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,468.1,1,j-shis_meshsearch_avs,5132101631,8,,0.87,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=132.07610000%2C34.09660000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
YMG016,34.1703,132.1764,/home/zhangb/work/people/zhangbei/team_claude/team_pytorch/station_cache_d9a7d4d6.csv,1.0,V4,168.5,1,j-shis_meshsearch_avs,5132210413,13,,2.09,Success,,https://www.j-shis.bosai.go.jp/map/api/meshsearch?center=132.17640000%2C34.17030000&epsg=4326&format=geojson&filter=AVS_gt_0&radius=1.000&limit=1&order=DIST&version=V4
