year,event_id,failure_category,last_error
2000,20000429212900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000430091900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000504110200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000508184500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000510103200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000511031500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000511063600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000513040800,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000516040900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000516054300,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000516194000,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000517120400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000519022900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000520233900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000521104200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000521231900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000522121800,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000523085600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000526175700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000530232800,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000531175900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000602150600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000602212600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000603071700,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000603175400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000604011500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000605095400,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000606022200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000607061600,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000607130300,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608093200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608093900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608095900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608100500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608110200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608111500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608112500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608113900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608185800,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000608191200,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000609042500,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
2000,20000610053900,provider_data_unavailable,"RuntimeError('raw download is incomplete: status=download_failed; cnt_segments=0; channel_table=None; error=ValueError(""Data not available in the time period. Call Client.info(\'0101\') for help."")')"
